name,instructions,category,glass,ingredient-1,ingredient-2,ingredient-3,ingredient-4,ingredient-5,ingredient-6,ingredient-7,ingredient-8,ingredient-9,ingredient-10,ingredient-11,ingredient-12,measurement-1,measurement-2,measurement-3,measurement-4,measurement-5,measurement-6,measurement-7,measurement-8,measurement-9,measurement-10,measurement-11,measurement-12
Archbishop,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Ordinary Drink,Old-fashioned glass,Gin,Wine,Benedictine,Lime,,,,,,,,,2 oz ,1 oz Green Ginger ,1 tsp ,1, , , , , ,,,
Arctic Fish,"Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.",Punch / Party Drink,Beer pilsner,Vodka,Grape soda,Orange juice,Ice,Candy,,,,,,,,1/3 part ,1/3 part ,1/3 part ,lots ,1 dash , , , , , ,,
Arctic Mouthwash,Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.,Punch / Party Drink,Cocktail glass,Maui,Mountain Dew,Ice,,,,,,,,,,5 oz blue ,5 oz ," cubes
","
","
","
","
","
",,,,
Arise My Love,Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,Ordinary Drink,Champagne flute,Champagne,Green Creme de Menthe,,,,,,,,,,,Chilled ,1 tsp , , , , , ,,,,,
Arizona Antifreeze,Pour all ingredients into shot glass and slam !!!!,Shot,Shot glass,Vodka,Midori melon liqueur,Sweet and sour,,,,,,,,,,1/3 oz ,1/3 oz ,1/3 oz , , , , , ,,,,
Arizona Stingers,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,Cocktail,Hurricane glass,Absolut Vodka,Iced tea,,,,,,,,,,,2 shots ,12 oz lemon , , , , , ,,,,,
Arizona Twister,"Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",Cocktail,Hurricane glass,Vodka,Malibu rum,Gold tequila,Orange juice,Pineapple juice,Cream of coconut,Grenadine,Ice,Pineapple,,,,1 shot ,1 shot ,1 shot ,1 splash ,1 splash ,1 splash ,1 dash ,crushed ,1 wedge , , , 
Army special,"Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",Cocktail,Cocktail glass,Vodka,Gin,Lime juice cordial,Ice,,,,,,,,,30 ml ,30 ml ,45 ml ,1/2 glass crushed , , , , , ,,,
Arthur Tompkins,"In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.",Ordinary Drink,Whiskey sour glass,Gin,Grand Marnier,Lemon juice,Lemon peel,,,,,,,,,2 oz ,1/2 oz ,2 tsp ,1 twist of , , , , , ,,,
Artillery,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,Cocktail glass,Sweet Vermouth,Gin,Bitters,,,,,,,,,,1 1/2 tsp ,1 1/2 oz ,2 dashes , , , , , ,,,,
Artillery Punch,"Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel.",Punch / Party Drink,Punch bowl,Tea,Rye whiskey,Red wine,Rum,Brandy,Benedictine,Orange juice,Lemon juice,,,,,1 quart black ,1 quart ,1 fifth ,1 pint Jamaican ,1/2 pint ,1 1/2 oz ,1 pint ,1/2 pint , , , , 
Atlantic Sun,"Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",Ordinary Drink,Collins Glass,Vodka,Southern Comfort,Passion fruit syrup,Sweet and sour,Club soda,,,,,,,,2 cl Smirnoff ,2 cl ,2 cl ,6 cl ,1 dash , , , , , ,,
Atomic Lokade,"In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",Ordinary Drink,Collins Glass,Lemonade,Vodka,Blue Curacao,Triple sec,Sugar,Ice,,,,,,,5 oz ,1 oz ,1/2 oz ,1/2 oz ,"
", , , , , ,,
Auburn Headbanger,Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,Shot,Shot glass,Jägermeister,Goldschlager,,,,,,,,,,,1 oz ,1 oz , , , , , ,,,,,
Autodafé,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,Ordinary Drink,Highball glass,Vodka,Lime juice,Soda water,,,,,,,,,,4 cl ,1 dash ,"
","
","
","
","
","
",,,,
Avalanche,"Mix in highball glass over ice, shake well.",Milk / Float / Shake,Highball glass,Crown Royal,Kahlua,Cream,,,,,,,,,,1 shot ,1 shot ,Fill with , , , , , ,,,,
Avalon,"Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.",Ordinary Drink,Highball glass,Vodka,Pisang Ambon,Apple juice,Lemon juice,Lemonade,,,,,,,,3 parts,1 part ,6 parts ,1 1/2 part ,"
","
","
","
","
","
",,
Aviation,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,Cocktail,Cocktail glass,Gin,lemon juice,maraschino liqueur,,,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,,
Aztec Punch,"Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",Punch / Party Drink,Punch bowl,Lemonade,Vodka,Rum,Ginger ale,,,,,,,,,1 can ,5 oz ,7 oz ,About 1 bottle , , , , , ,,,
B-52,Layer ingredients into a shot glass. Serve with a stirrer.,Shot,Shot glass,Bailey's irish cream,Grand Marnier,Kahlua,,,,,,,,,,01-Mar,01-Mar,01-Apr, , , , , ,,,,
B-53,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",Shot,Collins Glass,Kahlua,Sambuca,Grand Marnier,,,,,,,,,,1/3 shot ,1/3 shot ,1/3 shot , , , , , ,,,,
Baby Eskimo,"Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink.",Milk / Float / Shake,Collins Glass,Kahlua,Milk,Vanilla ice-cream,,,,,,,,,,2 oz ,8 oz ,2 scoops , , , , , ,,,,
Baby Guinness,"Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head"".",Shot,Shot glass,Kahlua,Bailey's irish cream,,,,,,,,,,,2 1/2 oz ,1/2 oz , , , , , ,,,,,
Bacardi Cocktail,Shake together with ice. Strain into glass and serve.,Ordinary Drink,Cocktail glass,Light rum,Lime juice,Sugar syrup,Grenadine,,,,,,,,,1 3/4 oz Bacardi ,1 oz ,1/2 tsp ,1 dash , , , , , ,,,
Bailey's Dream Shake,Blend ingredients for 30 seconds. Definitely refreshing for a hot summer's day !,Soft Drink / Soda,Collins glass,Bailey's irish cream,Vanilla ice-cream,Cream,,,,,,,,,,2 oz ,2 scoops ,"
","
","
","
","
","
",,,,
Balmoral,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Ordinary Drink,Cocktail glass,Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes , , , , , ,,,
Banana Cantaloupe Smoothie,"Juice cantaloupe, pour juice into blender, add banana, and liquify.",Other/Unknown,Highball Glass,Cantaloupe,Banana,,,,,,,,,,,Juice of 1/2 ,1, , , , , ,,,,,
Banana Daiquiri,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Ordinary Drink,Champagne flute,Light rum,Triple sec,Banana,Lime juice,Sugar,Cherry,,,,,,,1 1/2 oz ,1 tblsp ,1,1 1/2 oz ,1 tsp ,1, , , , , ,
Banana Milk Shake,"Blend very well, preferably in a household mixer. Serve in a wine glass, garnish with whipped cream and a piece of banana.",Milk / Float / Shake,White wine glass,Milk,Orange juice,Sugar syrup,Banana,,,,,,,,,10 cl cold ,4 cl ,2 tsp ,01-Feb, , , , , ,,,
Banana Strawberry Shake,Blend all together in a blender until smooth.,Milk / Float / Shake,Highball Glass,Strawberries,Banana,Yoghurt,Milk,Honey,,,,,,,,1/2 lb frozen ,1 frozen ,1 cup plain ,1 cup ," to taste
","
","
","
","
","
",,
Banana Strawberry Shake Daiquiri-type,Blend all together in a blender until smooth.,Milk / Float / Shake,Cocktail Glass,Strawberries,Banana,Apple juice,,,,,,,,,,1/2 lb frozen ,1 frozen ,2 cups fresh , , , , , ,,,,
Barracuda,"Shake pour ingredients with ice. Strain into glass, top with Sparkling wine.",Ordinary Drink,Margarita glass,Rum,Galliano,Pineapple Juice,Lime Juice,Prosecco,,,,,,,,4.5 cl,1.5 cl,6 cl, 1 dash,top up , , ,,,,,
Belgian Blue,Just pour all ingredients in the glass and stir...,Soft Drink / Soda,Highball glass,Vodka,Coconut liqueur,Blue Curacao,Sprite,,,,,,,,,2 cl ,1 cl ,1 cl ,Fill with , , , , , ,,,
Bellini,"Pour peach purée into chilled flute, add sparkling wine. Stir gently.",Ordinary Drink,Champagne Flute,Champagne,Peach schnapps,,,,,,,,,,,6 oz ,1 oz , , , , , ,,,,,
Bellini Martini,"Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel.",Ordinary Drink,Cocktail glass,Ice,Vodka,Peach nectar,Peach schnapps,Lemon peel,,,,,,,,8 cubes ,3 oz ,1.5 oz ,1.5 oz ,1, , , , , ,,
Bermuda Highball,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Ordinary Drink,Highball glass,Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,"
","
","
","
","
","
","
",,
Berry Deadly,Add all ingredients to large bowl. Stir gently. Serve chilled.,Punch / Party Drink,Collins Glass,Everclear,Wine,Orange juice,Kool-Aid,,,,,,,,,2 pint ,1 bottle Boone Strawberry Hill ,1/2 gal ,1 gal Tropical Berry , , , , , ,,,
Between The Sheets,"Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass.",Ordinary Drink,Cocktail glass,Brandy,Light rum,Triple sec,Lemon juice,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz , , , , , ,,,
Bible Belt,"Mix all ingredients, and pour over ice.",Other/Unknown,Highball glass,Southern Comfort,Triple sec,Lime,Sour mix,,,,,,,,,2 oz ,1/2 oz ,2 wedges ,2 oz , , , , , ,,,
Big Red,Pour ingredients into 1 ounce shot glass,Shot,Shot glass,Irish cream,Goldschlager,,,,,,,,,,,1/2 oz ,1/2 oz , , , , , ,,,,,
Black & Tan,Fill pint glass half full with Bass. Next pour Guiness over a spoon slowly until glass is full. If done correctly the Guiness will stay on top and the Bass on bottom hence the name Black & Tan.,Beer,Pint glass,Ale,Guinness stout,,,,,,,,,,,1 part Bass pale ,1 part , , , , , ,,,,,
Black Forest Shake,"In a blender put ice cubes, chocolate syrup, cherry brandy, vodka, and milk. Blend very well.",Milk / Float / Shake,Collins Glass,Ice,Chocolate syrup,Cherry brandy,Vodka,Milk,,,,,,,," cubes
","
","
","
","
","
","
","
",,,,
Black Russian,Pour the ingredients into an old fashioned glass filled with ice cubes. Stir gently.,Ordinary Drink,Old-fashioned glass,Coffee liqueur,Vodka,,,,,,,,,,,3/4 oz ,1 1/2 oz , , , , , ,,,,,
Black and Brown,CAREFULLY to avoid explosive head formation: Pour Beer glass half full of favorite rootbeer and top off with Guinness.,Beer,Beer pilsner,Guinness stout,Root beer,,,,,,,,,,,01-Feb,01-Feb, , , , , ,,,,,
Blackthorn,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Ordinary Drink,Cocktail glass,Sweet Vermouth,Sloe gin,Lemon peel,,,,,,,,,,1 oz ,1 1/2 oz ,1 twist of , , , , , ,,,,
Bleeding Surgeon,"Pour Shot of Rum over slice of orange. Fill the remaining space in glass half way full of surge or similar drink. Finish off glass with cranberry juice. Be carefull, warm surge may foam over the glass.",Soft Drink / Soda,Collins glass,Dark rum,Orange,Surge,Cranberry juice,,,,,,,,,1 shot ,1 slice ,1/2 glass ,1/2 glass , , , , , ,,,
Blind Russian,Fill glass with ice. Add all liquers. Add milk. shake.,Milk / Float / Shake,Collins glass,Bailey's irish cream,Godiva liqueur,Kahlua,Butterscotch schnapps,Milk,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,1/2 oz ," to fill
","
","
","
","
","
",,
Bloody Maria,Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.,Ordinary Drink,Old-fashioned glass,Tequila,Tomato juice,Lemon juice,Tabasco sauce,Celery salt,Lemon,,,,,,,1 oz ,2 oz ,1 dash ,1 dash ,1 dash ,1 slice , , , , , ,
Bloody Mary,"Stirring gently, pour all ingredients into highball glass. Garnish.",Ordinary Drink,Old-fashioned glass,Vodka,Tomato juice,Lemon juice,Worcestershire sauce,Tabasco sauce,Lime,,,,,,,1 1/2 oz ,3 oz ,1 dash ,1/2 tsp ,2-3 drops ,1 wedge , , , , , ,
Blue Lagoon,"Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve.",Ordinary Drink,Highball glass,Vodka,Blue Curacao,Lemonade,Cherry,,,,,,,,,1 oz ,1 oz ,"
","
","
","
","
","
","
",,,
Blue Margarita,"Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve.",Ordinary Drink,Cocktail glass,Tequila,Blue Curacao,Lime juice,Salt,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,Coarse , , , , , ,,,
Blue Mountain,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass alomst filled with ice cubes.",Ordinary Drink,Old-fashioned glass,Añejo rum,Tia maria,Vodka,Orange juice,Lemon juice,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,1 oz ,1 tsp , , , , , ,,
Bluebird,"In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.",Ordinary Drink,Cocktail glass,Gin,Triple sec,Blue Curacao,Bitters,Maraschino cherry,Lemon peel,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,1,1 twist of , , , , , ,
Bob Marley,Layer in a 2 oz shot glass or pony glass,Shot,Shot glass,Midori melon liqueur,Jägermeister,Goldschlager,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz , , , , , ,,,,
Bobby Burns Cocktail,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Ordinary Drink,Cocktail glass,Sweet Vermouth,Scotch,Benedictine,Lemon peel,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1 1/4 tsp ,1 twist of , , , , , ,,,
Boomerang,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",Ordinary Drink,Cocktail glass,Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,,,,2 oz ,1/2 oz ,2 dashes ,1/2 tsp ,1, , , , , ,,
Boozy Snickers Milkshake,"Place the snickers bars in a plastic bag and roll over them with a rolling pin until crushed. Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender. Blend until shake is thick and frothy. Pour into glasses and top with chocolate liquor and whip cream.",Milk / Float / Shake,Mason jar,Vanilla Ice-Cream,Milk,Godiva liqueur,Whipped Cream,caramel sauce,chocolate sauce,Mini-snickers bars,,,,,,3 cups ,1 cup ,1/2 cup ,for topping,"4 tablespoons
","4 tablespoons
","15
",,,,,
Bora Bora,"Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry.",Cocktail,Highball glass,Pineapple juice,Passion fruit juice,Lemon juice,Grenadine,,,,,,,,,10 cl ,6 cl ,1 cl ,1 cl , , , , , ,,,
Boston Sidecar,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,Cocktail glass,Light rum,Brandy,Triple sec,Lime,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,Juice of 1/2 , , , , , ,,,
Boston Sour,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",Ordinary Drink,Whiskey sour glass,Blended whiskey,Lemon,Powdered sugar,Egg white,Lemon,Cherry,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1,1 slice ,1, , , , , ,
Bourbon Sling,"In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist.",Ordinary Drink,Highball glass,Sugar,Water,Lemon juice,Bourbon,Lemon peel,,,,,,,,1 tsp superfine ,2 tsp ,1 oz ,2 oz ,1 twist of , , , , , ,,
Bourbon Sour,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",Ordinary Drink,Whiskey sour glass,Bourbon,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1,1, , , , , ,,
Boxcar,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",Ordinary Drink,Whiskey sour glass,Gin,Triple sec,Lemon juice,Grenadine,Egg white,,,,,,,,1 1/2 oz ,1 oz ,1 tsp ,1/2 tsp ,1, , , , , ,,
Brain Fart,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,Punch / Party Drink,Punch bowl,Everclear,Vodka,Mountain Dew,Surge,Lemon juice,Rum,,,,,,,1 fifth ,1 fifth Smirnoff red label ,2 L ,2 L ,1 small bottle ,1 pint , , , , , ,
Brainteaser,"layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw.",Shot,Shot Glass,Sambuca,Erin Cream,Advocaat,,,,,,,,,,30 ml white ,30 ml ,5 ml , , , , , ,,,,
Bramble,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",Ordinary Drink,Old-Fashioned glass,Gin,lemon juice,Sugar syrup,Creme de Mure,,,,,,,,,4 cl,1.5 cl,1 cl,1.5 cl,, , ,,,,,
Brandon and Will's Coke Float,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",Soft Drink / Soda,Beer mug,Vanilla ice-cream,Coca-Cola,Bourbon,,,,,,,,,,2 scoops ,1 can ,2 oz , , , , , ,,,,
Brandy Alexander,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Ordinary Drink,Cocktail glass,Brandy,Creme de Cacao,Light cream,Nutmeg,,,,,,,,,1 oz ,1 oz white ,1 oz ,"
","
","
","
","
","
",,,
Brandy Cobbler,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",Ordinary Drink,Old-fashioned glass,Sugar,Club soda,Lemon,Brandy,Maraschino cherry,Orange,,,,,,,1 tsp superfine ,3 oz ,1,2 oz ,1,1, , , , , ,
Brandy Flip,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",Ordinary Drink,Whiskey sour glass,Brandy,Egg,Sugar,Light cream,Nutmeg,,,,,,,,2 oz ,1 whole ,1 tsp superfine ,1/2 oz ,1/8 tsp grated , , , , , ,,
Brandy Sour,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",Ordinary Drink,Whiskey sour glass,Brandy,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,,2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1, , , , , ,,
